#1.2									
									
Genes	Genes	D5	D0	D5	D5	D5	D5	D0	D5
NA.6440	NA.6440	NA	NA	NA	NA	NA	NA	NA	NA
NA.6441	NA.6441	NA	NA	NA	NA	NA	NA	NA	NA
NA.6442	NA.6442	NA	NA	NA	NA	NA	NA	NA	NA
NA.6443	NA.6443	NA	NA	NA	NA	NA	NA	NA	NA
NA.6444	NA.6444	NA	NA	NA	NA	NA	NA	NA	NA
NA.6445	NA.6445	NA	NA	NA	NA	NA	NA	NA	NA
NA.6446	NA.6446	NA	NA	NA	NA	NA	NA	NA	NA
NA.6447	NA.6447	NA	NA	NA	NA	NA	NA	NA	NA
NA.6448	NA.6448	NA	NA	NA	NA	NA	NA	NA	NA
NA.6449	NA.6449	NA	NA	NA	NA	NA	NA	NA	NA
NA.6450	NA.6450	NA	NA	NA	NA	NA	NA	NA	NA
NA.6451	NA.6451	NA	NA	NA	NA	NA	NA	NA	NA
NA.6452	NA.6452	NA	NA	NA	NA	NA	NA	NA	NA
NA.6453	NA.6453	NA	NA	NA	NA	NA	NA	NA	NA
NA.6454	NA.6454	NA	NA	NA	NA	NA	NA	NA	NA
NA.6455	NA.6455	NA	NA	NA	NA	NA	NA	NA	NA
NA.6456	NA.6456	NA	NA	NA	NA	NA	NA	NA	NA
NA.6457	NA.6457	NA	NA	NA	NA	NA	NA	NA	NA
NA.6458	NA.6458	NA	NA	NA	NA	NA	NA	NA	NA
NA.6459	NA.6459	NA	NA	NA	NA	NA	NA	NA	NA
NA.6460	NA.6460	NA	NA	NA	NA	NA	NA	NA	NA
NA.6461	NA.6461	NA	NA	NA	NA	NA	NA	NA	NA
NA.6462	NA.6462	NA	NA	NA	NA	NA	NA	NA	NA
NA.6463	NA.6463	NA	NA	NA	NA	NA	NA	NA	NA
NA.6464	NA.6464	NA	NA	NA	NA	NA	NA	NA	NA
NA.6465	NA.6465	NA	NA	NA	NA	NA	NA	NA	NA
NA.6466	NA.6466	NA	NA	NA	NA	NA	NA	NA	NA
NA.6467	NA.6467	NA	NA	NA	NA	NA	NA	NA	NA
NA.6468	NA.6468	NA	NA	NA	NA	NA	NA	NA	NA
NA.6469	NA.6469	NA	NA	NA	NA	NA	NA	NA	NA
NA.6470	NA.6470	NA	NA	NA	NA	NA	NA	NA	NA
NA.6471	NA.6471	NA	NA	NA	NA	NA	NA	NA	NA
NA.6472	NA.6472	NA	NA	NA	NA	NA	NA	NA	NA
NA.6473	NA.6473	NA	NA	NA	NA	NA	NA	NA	NA
NA.6474	NA.6474	NA	NA	NA	NA	NA	NA	NA	NA
NA.6475	NA.6475	NA	NA	NA	NA	NA	NA	NA	NA
NA.6476	NA.6476	NA	NA	NA	NA	NA	NA	NA	NA
NA.6477	NA.6477	NA	NA	NA	NA	NA	NA	NA	NA
NA.6478	NA.6478	NA	NA	NA	NA	NA	NA	NA	NA
NA.6479	NA.6479	NA	NA	NA	NA	NA	NA	NA	NA
NA.6480	NA.6480	NA	NA	NA	NA	NA	NA	NA	NA
NA.6481	NA.6481	NA	NA	NA	NA	NA	NA	NA	NA
NA.6482	NA.6482	NA	NA	NA	NA	NA	NA	NA	NA
NA.6483	NA.6483	NA	NA	NA	NA	NA	NA	NA	NA
NA.6484	NA.6484	NA	NA	NA	NA	NA	NA	NA	NA
NA.6485	NA.6485	NA	NA	NA	NA	NA	NA	NA	NA
NA.6486	NA.6486	NA	NA	NA	NA	NA	NA	NA	NA
NA.6487	NA.6487	NA	NA	NA	NA	NA	NA	NA	NA
NA.6488	NA.6488	NA	NA	NA	NA	NA	NA	NA	NA
NA.6489	NA.6489	NA	NA	NA	NA	NA	NA	NA	NA
NA.6490	NA.6490	NA	NA	NA	NA	NA	NA	NA	NA
NA.6491	NA.6491	NA	NA	NA	NA	NA	NA	NA	NA
NA.6492	NA.6492	NA	NA	NA	NA	NA	NA	NA	NA
NA.6493	NA.6493	NA	NA	NA	NA	NA	NA	NA	NA
NA.6494	NA.6494	NA	NA	NA	NA	NA	NA	NA	NA
NA.6495	NA.6495	NA	NA	NA	NA	NA	NA	NA	NA
NA.6496	NA.6496	NA	NA	NA	NA	NA	NA	NA	NA
NA.6497	NA.6497	NA	NA	NA	NA	NA	NA	NA	NA
NA.6498	NA.6498	NA	NA	NA	NA	NA	NA	NA	NA
NA.6499	NA.6499	NA	NA	NA	NA	NA	NA	NA	NA
NA.6500	NA.6500	NA	NA	NA	NA	NA	NA	NA	NA
NA.6501	NA.6501	NA	NA	NA	NA	NA	NA	NA	NA
NA.6502	NA.6502	NA	NA	NA	NA	NA	NA	NA	NA
NA.6503	NA.6503	NA	NA	NA	NA	NA	NA	NA	NA
NA.6504	NA.6504	NA	NA	NA	NA	NA	NA	NA	NA
NA.6505	NA.6505	NA	NA	NA	NA	NA	NA	NA	NA
NA.6506	NA.6506	NA	NA	NA	NA	NA	NA	NA	NA
NA.6507	NA.6507	NA	NA	NA	NA	NA	NA	NA	NA
NA.6508	NA.6508	NA	NA	NA	NA	NA	NA	NA	NA
NA.6509	NA.6509	NA	NA	NA	NA	NA	NA	NA	NA
NA.6510	NA.6510	NA	NA	NA	NA	NA	NA	NA	NA
NA.6511	NA.6511	NA	NA	NA	NA	NA	NA	NA	NA
NA.6512	NA.6512	NA	NA	NA	NA	NA	NA	NA	NA
NA.6513	NA.6513	NA	NA	NA	NA	NA	NA	NA	NA
NA.6514	NA.6514	NA	NA	NA	NA	NA	NA	NA	NA
NA.6515	NA.6515	NA	NA	NA	NA	NA	NA	NA	NA
NA.6516	NA.6516	NA	NA	NA	NA	NA	NA	NA	NA
NA.6517	NA.6517	NA	NA	NA	NA	NA	NA	NA	NA
NA.6518	NA.6518	NA	NA	NA	NA	NA	NA	NA	NA
NA.6519	NA.6519	NA	NA	NA	NA	NA	NA	NA	NA
NA.6520	NA.6520	NA	NA	NA	NA	NA	NA	NA	NA
NA.6521	NA.6521	NA	NA	NA	NA	NA	NA	NA	NA
NA.6522	NA.6522	NA	NA	NA	NA	NA	NA	NA	NA
NA.6523	NA.6523	NA	NA	NA	NA	NA	NA	NA	NA
NA.6524	NA.6524	NA	NA	NA	NA	NA	NA	NA	NA
NA.6525	NA.6525	NA	NA	NA	NA	NA	NA	NA	NA
NA.6526	NA.6526	NA	NA	NA	NA	NA	NA	NA	NA
NA.6527	NA.6527	NA	NA	NA	NA	NA	NA	NA	NA
NA.6528	NA.6528	NA	NA	NA	NA	NA	NA	NA	NA
NA.6529	NA.6529	NA	NA	NA	NA	NA	NA	NA	NA
NA.6530	NA.6530	NA	NA	NA	NA	NA	NA	NA	NA
NA.6531	NA.6531	NA	NA	NA	NA	NA	NA	NA	NA
NA.6532	NA.6532	NA	NA	NA	NA	NA	NA	NA	NA
NA.6533	NA.6533	NA	NA	NA	NA	NA	NA	NA	NA
NA.6534	NA.6534	NA	NA	NA	NA	NA	NA	NA	NA
NA.6535	NA.6535	NA	NA	NA	NA	NA	NA	NA	NA
NA.6536	NA.6536	NA	NA	NA	NA	NA	NA	NA	NA
NA.6537	NA.6537	NA	NA	NA	NA	NA	NA	NA	NA
NA.6538	NA.6538	NA	NA	NA	NA	NA	NA	NA	NA
NA.6539	NA.6539	NA	NA	NA	NA	NA	NA	NA	NA
NA.6540	NA.6540	NA	NA	NA	NA	NA	NA	NA	NA
NA.6541	NA.6541	NA	NA	NA	NA	NA	NA	NA	NA
NA.6542	NA.6542	NA	NA	NA	NA	NA	NA	NA	NA
NA.6543	NA.6543	NA	NA	NA	NA	NA	NA	NA	NA
NA.6544	NA.6544	NA	NA	NA	NA	NA	NA	NA	NA
NA.6545	NA.6545	NA	NA	NA	NA	NA	NA	NA	NA
NA.6546	NA.6546	NA	NA	NA	NA	NA	NA	NA	NA
NA.6547	NA.6547	NA	NA	NA	NA	NA	NA	NA	NA
NA.6548	NA.6548	NA	NA	NA	NA	NA	NA	NA	NA
NA.6549	NA.6549	NA	NA	NA	NA	NA	NA	NA	NA
NA.6550	NA.6550	NA	NA	NA	NA	NA	NA	NA	NA
NA.6551	NA.6551	NA	NA	NA	NA	NA	NA	NA	NA
NA.6552	NA.6552	NA	NA	NA	NA	NA	NA	NA	NA
NA.6553	NA.6553	NA	NA	NA	NA	NA	NA	NA	NA
NA.6554	NA.6554	NA	NA	NA	NA	NA	NA	NA	NA
NA.6555	NA.6555	NA	NA	NA	NA	NA	NA	NA	NA
NA.6556	NA.6556	NA	NA	NA	NA	NA	NA	NA	NA
NA.6557	NA.6557	NA	NA	NA	NA	NA	NA	NA	NA
NA.6558	NA.6558	NA	NA	NA	NA	NA	NA	NA	NA
NA.6559	NA.6559	NA	NA	NA	NA	NA	NA	NA	NA
NA.6560	NA.6560	NA	NA	NA	NA	NA	NA	NA	NA
NA.6561	NA.6561	NA	NA	NA	NA	NA	NA	NA	NA
NA.6562	NA.6562	NA	NA	NA	NA	NA	NA	NA	NA
NA.6563	NA.6563	NA	NA	NA	NA	NA	NA	NA	NA
NA.6564	NA.6564	NA	NA	NA	NA	NA	NA	NA	NA
NA.6565	NA.6565	NA	NA	NA	NA	NA	NA	NA	NA
NA.6566	NA.6566	NA	NA	NA	NA	NA	NA	NA	NA
NA.6567	NA.6567	NA	NA	NA	NA	NA	NA	NA	NA
NA.6568	NA.6568	NA	NA	NA	NA	NA	NA	NA	NA
NA.6569	NA.6569	NA	NA	NA	NA	NA	NA	NA	NA
NA.6570	NA.6570	NA	NA	NA	NA	NA	NA	NA	NA
NA.6571	NA.6571	NA	NA	NA	NA	NA	NA	NA	NA
NA.6572	NA.6572	NA	NA	NA	NA	NA	NA	NA	NA
NA.6573	NA.6573	NA	NA	NA	NA	NA	NA	NA	NA
NA.6574	NA.6574	NA	NA	NA	NA	NA	NA	NA	NA
NA.6575	NA.6575	NA	NA	NA	NA	NA	NA	NA	NA
NA.6576	NA.6576	NA	NA	NA	NA	NA	NA	NA	NA
NA.6577	NA.6577	NA	NA	NA	NA	NA	NA	NA	NA
NA.6578	NA.6578	NA	NA	NA	NA	NA	NA	NA	NA
NA.6579	NA.6579	NA	NA	NA	NA	NA	NA	NA	NA
NA.6580	NA.6580	NA	NA	NA	NA	NA	NA	NA	NA
NA.6581	NA.6581	NA	NA	NA	NA	NA	NA	NA	NA
NA.6582	NA.6582	NA	NA	NA	NA	NA	NA	NA	NA
NA.6583	NA.6583	NA	NA	NA	NA	NA	NA	NA	NA
NA.6584	NA.6584	NA	NA	NA	NA	NA	NA	NA	NA
NA.6585	NA.6585	NA	NA	NA	NA	NA	NA	NA	NA
NA.6586	NA.6586	NA	NA	NA	NA	NA	NA	NA	NA
NA.6587	NA.6587	NA	NA	NA	NA	NA	NA	NA	NA
NA.6588	NA.6588	NA	NA	NA	NA	NA	NA	NA	NA
NA.6589	NA.6589	NA	NA	NA	NA	NA	NA	NA	NA
NA.6590	NA.6590	NA	NA	NA	NA	NA	NA	NA	NA
NA.6591	NA.6591	NA	NA	NA	NA	NA	NA	NA	NA
NA.6592	NA.6592	NA	NA	NA	NA	NA	NA	NA	NA
NA.6593	NA.6593	NA	NA	NA	NA	NA	NA	NA	NA
NA.6594	NA.6594	NA	NA	NA	NA	NA	NA	NA	NA
NA.6595	NA.6595	NA	NA	NA	NA	NA	NA	NA	NA
NA.6596	NA.6596	NA	NA	NA	NA	NA	NA	NA	NA
NA.6597	NA.6597	NA	NA	NA	NA	NA	NA	NA	NA
NA.6598	NA.6598	NA	NA	NA	NA	NA	NA	NA	NA
NA.6599	NA.6599	NA	NA	NA	NA	NA	NA	NA	NA
NA.6600	NA.6600	NA	NA	NA	NA	NA	NA	NA	NA
NA.6601	NA.6601	NA	NA	NA	NA	NA	NA	NA	NA
NA.6602	NA.6602	NA	NA	NA	NA	NA	NA	NA	NA
NA.6603	NA.6603	NA	NA	NA	NA	NA	NA	NA	NA
NA.6604	NA.6604	NA	NA	NA	NA	NA	NA	NA	NA
NA.6605	NA.6605	NA	NA	NA	NA	NA	NA	NA	NA
NA.6606	NA.6606	NA	NA	NA	NA	NA	NA	NA	NA
NA.6607	NA.6607	NA	NA	NA	NA	NA	NA	NA	NA
NA.6608	NA.6608	NA	NA	NA	NA	NA	NA	NA	NA
NA.6609	NA.6609	NA	NA	NA	NA	NA	NA	NA	NA
NA.6610	NA.6610	NA	NA	NA	NA	NA	NA	NA	NA
NA.6611	NA.6611	NA	NA	NA	NA	NA	NA	NA	NA
NA.6612	NA.6612	NA	NA	NA	NA	NA	NA	NA	NA
NA.6613	NA.6613	NA	NA	NA	NA	NA	NA	NA	NA
NA.6614	NA.6614	NA	NA	NA	NA	NA	NA	NA	NA
NA.6615	NA.6615	NA	NA	NA	NA	NA	NA	NA	NA
NA.6616	NA.6616	NA	NA	NA	NA	NA	NA	NA	NA
NA.6617	NA.6617	NA	NA	NA	NA	NA	NA	NA	NA
NA.6618	NA.6618	NA	NA	NA	NA	NA	NA	NA	NA
NA.6619	NA.6619	NA	NA	NA	NA	NA	NA	NA	NA
NA.6620	NA.6620	NA	NA	NA	NA	NA	NA	NA	NA
NA.6621	NA.6621	NA	NA	NA	NA	NA	NA	NA	NA
NA.6622	NA.6622	NA	NA	NA	NA	NA	NA	NA	NA
NA.6623	NA.6623	NA	NA	NA	NA	NA	NA	NA	NA
NA.6624	NA.6624	NA	NA	NA	NA	NA	NA	NA	NA
NA.6625	NA.6625	NA	NA	NA	NA	NA	NA	NA	NA
NA.6626	NA.6626	NA	NA	NA	NA	NA	NA	NA	NA
NA.6627	NA.6627	NA	NA	NA	NA	NA	NA	NA	NA
NA.6628	NA.6628	NA	NA	NA	NA	NA	NA	NA	NA
NA.6629	NA.6629	NA	NA	NA	NA	NA	NA	NA	NA
NA.6630	NA.6630	NA	NA	NA	NA	NA	NA	NA	NA
NA.6631	NA.6631	NA	NA	NA	NA	NA	NA	NA	NA
NA.6632	NA.6632	NA	NA	NA	NA	NA	NA	NA	NA
NA.6633	NA.6633	NA	NA	NA	NA	NA	NA	NA	NA
NA.6634	NA.6634	NA	NA	NA	NA	NA	NA	NA	NA
NA.6635	NA.6635	NA	NA	NA	NA	NA	NA	NA	NA
NA.6636	NA.6636	NA	NA	NA	NA	NA	NA	NA	NA
NA.6637	NA.6637	NA	NA	NA	NA	NA	NA	NA	NA
NA.6638	NA.6638	NA	NA	NA	NA	NA	NA	NA	NA
NA.6639	NA.6639	NA	NA	NA	NA	NA	NA	NA	NA
NA.6640	NA.6640	NA	NA	NA	NA	NA	NA	NA	NA
NA.6641	NA.6641	NA	NA	NA	NA	NA	NA	NA	NA
NA.6642	NA.6642	NA	NA	NA	NA	NA	NA	NA	NA
NA.6643	NA.6643	NA	NA	NA	NA	NA	NA	NA	NA
NA.6644	NA.6644	NA	NA	NA	NA	NA	NA	NA	NA
NA.6645	NA.6645	NA	NA	NA	NA	NA	NA	NA	NA
NA.6646	NA.6646	NA	NA	NA	NA	NA	NA	NA	NA
NA.6647	NA.6647	NA	NA	NA	NA	NA	NA	NA	NA
NA.6648	NA.6648	NA	NA	NA	NA	NA	NA	NA	NA
NA.6649	NA.6649	NA	NA	NA	NA	NA	NA	NA	NA
NA.6650	NA.6650	NA	NA	NA	NA	NA	NA	NA	NA
NA.6651	NA.6651	NA	NA	NA	NA	NA	NA	NA	NA
NA.6652	NA.6652	NA	NA	NA	NA	NA	NA	NA	NA
NA.6653	NA.6653	NA	NA	NA	NA	NA	NA	NA	NA
NA.6654	NA.6654	NA	NA	NA	NA	NA	NA	NA	NA
NA.6655	NA.6655	NA	NA	NA	NA	NA	NA	NA	NA
NA.6656	NA.6656	NA	NA	NA	NA	NA	NA	NA	NA
NA.6657	NA.6657	NA	NA	NA	NA	NA	NA	NA	NA
NA.6658	NA.6658	NA	NA	NA	NA	NA	NA	NA	NA
NA.6659	NA.6659	NA	NA	NA	NA	NA	NA	NA	NA
NA.6660	NA.6660	NA	NA	NA	NA	NA	NA	NA	NA
NA.6661	NA.6661	NA	NA	NA	NA	NA	NA	NA	NA
NA.6662	NA.6662	NA	NA	NA	NA	NA	NA	NA	NA
NA.6663	NA.6663	NA	NA	NA	NA	NA	NA	NA	NA
NA.6664	NA.6664	NA	NA	NA	NA	NA	NA	NA	NA
NA.6665	NA.6665	NA	NA	NA	NA	NA	NA	NA	NA
NA.6666	NA.6666	NA	NA	NA	NA	NA	NA	NA	NA
NA.6667	NA.6667	NA	NA	NA	NA	NA	NA	NA	NA
NA.6668	NA.6668	NA	NA	NA	NA	NA	NA	NA	NA
NA.6669	NA.6669	NA	NA	NA	NA	NA	NA	NA	NA
NA.6670	NA.6670	NA	NA	NA	NA	NA	NA	NA	NA
NA.6671	NA.6671	NA	NA	NA	NA	NA	NA	NA	NA
NA.6672	NA.6672	NA	NA	NA	NA	NA	NA	NA	NA
NA.6673	NA.6673	NA	NA	NA	NA	NA	NA	NA	NA
NA.6674	NA.6674	NA	NA	NA	NA	NA	NA	NA	NA
NA.6675	NA.6675	NA	NA	NA	NA	NA	NA	NA	NA
NA.6676	NA.6676	NA	NA	NA	NA	NA	NA	NA	NA
NA.6677	NA.6677	NA	NA	NA	NA	NA	NA	NA	NA
NA.6678	NA.6678	NA	NA	NA	NA	NA	NA	NA	NA
NA.6679	NA.6679	NA	NA	NA	NA	NA	NA	NA	NA
NA.6680	NA.6680	NA	NA	NA	NA	NA	NA	NA	NA
NA.6681	NA.6681	NA	NA	NA	NA	NA	NA	NA	NA
NA.6682	NA.6682	NA	NA	NA	NA	NA	NA	NA	NA
NA.6683	NA.6683	NA	NA	NA	NA	NA	NA	NA	NA
NA.6684	NA.6684	NA	NA	NA	NA	NA	NA	NA	NA
NA.6685	NA.6685	NA	NA	NA	NA	NA	NA	NA	NA
NA.6686	NA.6686	NA	NA	NA	NA	NA	NA	NA	NA
NA.6687	NA.6687	NA	NA	NA	NA	NA	NA	NA	NA
NA.6688	NA.6688	NA	NA	NA	NA	NA	NA	NA	NA
NA.6689	NA.6689	NA	NA	NA	NA	NA	NA	NA	NA
NA.6690	NA.6690	NA	NA	NA	NA	NA	NA	NA	NA
NA.6691	NA.6691	NA	NA	NA	NA	NA	NA	NA	NA
NA.6692	NA.6692	NA	NA	NA	NA	NA	NA	NA	NA
NA.6693	NA.6693	NA	NA	NA	NA	NA	NA	NA	NA
NA.6694	NA.6694	NA	NA	NA	NA	NA	NA	NA	NA
NA.6695	NA.6695	NA	NA	NA	NA	NA	NA	NA	NA
NA.6696	NA.6696	NA	NA	NA	NA	NA	NA	NA	NA
NA.6697	NA.6697	NA	NA	NA	NA	NA	NA	NA	NA
NA.6698	NA.6698	NA	NA	NA	NA	NA	NA	NA	NA
NA.6699	NA.6699	NA	NA	NA	NA	NA	NA	NA	NA
NA.6700	NA.6700	NA	NA	NA	NA	NA	NA	NA	NA
NA.6701	NA.6701	NA	NA	NA	NA	NA	NA	NA	NA
NA.6702	NA.6702	NA	NA	NA	NA	NA	NA	NA	NA
NA.6703	NA.6703	NA	NA	NA	NA	NA	NA	NA	NA
NA.6704	NA.6704	NA	NA	NA	NA	NA	NA	NA	NA
NA.6705	NA.6705	NA	NA	NA	NA	NA	NA	NA	NA
NA.6706	NA.6706	NA	NA	NA	NA	NA	NA	NA	NA
NA.6707	NA.6707	NA	NA	NA	NA	NA	NA	NA	NA
NA.6708	NA.6708	NA	NA	NA	NA	NA	NA	NA	NA
NA.6709	NA.6709	NA	NA	NA	NA	NA	NA	NA	NA
NA.6710	NA.6710	NA	NA	NA	NA	NA	NA	NA	NA
NA.6711	NA.6711	NA	NA	NA	NA	NA	NA	NA	NA
NA.6712	NA.6712	NA	NA	NA	NA	NA	NA	NA	NA
NA.6713	NA.6713	NA	NA	NA	NA	NA	NA	NA	NA
NA.6714	NA.6714	NA	NA	NA	NA	NA	NA	NA	NA
NA.6715	NA.6715	NA	NA	NA	NA	NA	NA	NA	NA
NA.6716	NA.6716	NA	NA	NA	NA	NA	NA	NA	NA
NA.6717	NA.6717	NA	NA	NA	NA	NA	NA	NA	NA
NA.6718	NA.6718	NA	NA	NA	NA	NA	NA	NA	NA
NA.6719	NA.6719	NA	NA	NA	NA	NA	NA	NA	NA
NA.6720	NA.6720	NA	NA	NA	NA	NA	NA	NA	NA
NA.6721	NA.6721	NA	NA	NA	NA	NA	NA	NA	NA
NA.6722	NA.6722	NA	NA	NA	NA	NA	NA	NA	NA
NA.6723	NA.6723	NA	NA	NA	NA	NA	NA	NA	NA
NA.6724	NA.6724	NA	NA	NA	NA	NA	NA	NA	NA
NA.6725	NA.6725	NA	NA	NA	NA	NA	NA	NA	NA
NA.6726	NA.6726	NA	NA	NA	NA	NA	NA	NA	NA
NA.6727	NA.6727	NA	NA	NA	NA	NA	NA	NA	NA
NA.6728	NA.6728	NA	NA	NA	NA	NA	NA	NA	NA
NA.6729	NA.6729	NA	NA	NA	NA	NA	NA	NA	NA
NA.6730	NA.6730	NA	NA	NA	NA	NA	NA	NA	NA
NA.6731	NA.6731	NA	NA	NA	NA	NA	NA	NA	NA
NA.6732	NA.6732	NA	NA	NA	NA	NA	NA	NA	NA
NA.6733	NA.6733	NA	NA	NA	NA	NA	NA	NA	NA
NA.6734	NA.6734	NA	NA	NA	NA	NA	NA	NA	NA
NA.6735	NA.6735	NA	NA	NA	NA	NA	NA	NA	NA
NA.6736	NA.6736	NA	NA	NA	NA	NA	NA	NA	NA
NA.6737	NA.6737	NA	NA	NA	NA	NA	NA	NA	NA
NA.6738	NA.6738	NA	NA	NA	NA	NA	NA	NA	NA
NA.6739	NA.6739	NA	NA	NA	NA	NA	NA	NA	NA
NA.6740	NA.6740	NA	NA	NA	NA	NA	NA	NA	NA
NA.6741	NA.6741	NA	NA	NA	NA	NA	NA	NA	NA
NA.6742	NA.6742	NA	NA	NA	NA	NA	NA	NA	NA
NA.6743	NA.6743	NA	NA	NA	NA	NA	NA	NA	NA
NA.6744	NA.6744	NA	NA	NA	NA	NA	NA	NA	NA
NA.6745	NA.6745	NA	NA	NA	NA	NA	NA	NA	NA
NA.6746	NA.6746	NA	NA	NA	NA	NA	NA	NA	NA
NA.6747	NA.6747	NA	NA	NA	NA	NA	NA	NA	NA
NA.6748	NA.6748	NA	NA	NA	NA	NA	NA	NA	NA
NA.6749	NA.6749	NA	NA	NA	NA	NA	NA	NA	NA
NA.6750	NA.6750	NA	NA	NA	NA	NA	NA	NA	NA
NA.6751	NA.6751	NA	NA	NA	NA	NA	NA	NA	NA
NA.6752	NA.6752	NA	NA	NA	NA	NA	NA	NA	NA
NA.6753	NA.6753	NA	NA	NA	NA	NA	NA	NA	NA
NA.6754	NA.6754	NA	NA	NA	NA	NA	NA	NA	NA
NA.6755	NA.6755	NA	NA	NA	NA	NA	NA	NA	NA
NA.6756	NA.6756	NA	NA	NA	NA	NA	NA	NA	NA
NA.6757	NA.6757	NA	NA	NA	NA	NA	NA	NA	NA
NA.6758	NA.6758	NA	NA	NA	NA	NA	NA	NA	NA
NA.6759	NA.6759	NA	NA	NA	NA	NA	NA	NA	NA
NA.6760	NA.6760	NA	NA	NA	NA	NA	NA	NA	NA
NA.6761	NA.6761	NA	NA	NA	NA	NA	NA	NA	NA
NA.6762	NA.6762	NA	NA	NA	NA	NA	NA	NA	NA
NA.6763	NA.6763	NA	NA	NA	NA	NA	NA	NA	NA
NA.6764	NA.6764	NA	NA	NA	NA	NA	NA	NA	NA
NA.6765	NA.6765	NA	NA	NA	NA	NA	NA	NA	NA
NA.6766	NA.6766	NA	NA	NA	NA	NA	NA	NA	NA
NA.6767	NA.6767	NA	NA	NA	NA	NA	NA	NA	NA
NA.6768	NA.6768	NA	NA	NA	NA	NA	NA	NA	NA
NA.6769	NA.6769	NA	NA	NA	NA	NA	NA	NA	NA
NA.6770	NA.6770	NA	NA	NA	NA	NA	NA	NA	NA
NA.6771	NA.6771	NA	NA	NA	NA	NA	NA	NA	NA
NA.6772	NA.6772	NA	NA	NA	NA	NA	NA	NA	NA
NA.6773	NA.6773	NA	NA	NA	NA	NA	NA	NA	NA
NA.6774	NA.6774	NA	NA	NA	NA	NA	NA	NA	NA
NA.6775	NA.6775	NA	NA	NA	NA	NA	NA	NA	NA
NA.6776	NA.6776	NA	NA	NA	NA	NA	NA	NA	NA
NA.6777	NA.6777	NA	NA	NA	NA	NA	NA	NA	NA
NA.6778	NA.6778	NA	NA	NA	NA	NA	NA	NA	NA
NA.6779	NA.6779	NA	NA	NA	NA	NA	NA	NA	NA
NA.6780	NA.6780	NA	NA	NA	NA	NA	NA	NA	NA
NA.6781	NA.6781	NA	NA	NA	NA	NA	NA	NA	NA
NA.6782	NA.6782	NA	NA	NA	NA	NA	NA	NA	NA
NA.6783	NA.6783	NA	NA	NA	NA	NA	NA	NA	NA
NA.6784	NA.6784	NA	NA	NA	NA	NA	NA	NA	NA
NA.6785	NA.6785	NA	NA	NA	NA	NA	NA	NA	NA
NA.6786	NA.6786	NA	NA	NA	NA	NA	NA	NA	NA
NA.6787	NA.6787	NA	NA	NA	NA	NA	NA	NA	NA
NA.6788	NA.6788	NA	NA	NA	NA	NA	NA	NA	NA
NA.6789	NA.6789	NA	NA	NA	NA	NA	NA	NA	NA
NA.6790	NA.6790	NA	NA	NA	NA	NA	NA	NA	NA
NA.6791	NA.6791	NA	NA	NA	NA	NA	NA	NA	NA
NA.6792	NA.6792	NA	NA	NA	NA	NA	NA	NA	NA
NA.6793	NA.6793	NA	NA	NA	NA	NA	NA	NA	NA
NA.6794	NA.6794	NA	NA	NA	NA	NA	NA	NA	NA
NA.6795	NA.6795	NA	NA	NA	NA	NA	NA	NA	NA
NA.6796	NA.6796	NA	NA	NA	NA	NA	NA	NA	NA
NA.6797	NA.6797	NA	NA	NA	NA	NA	NA	NA	NA
NA.6798	NA.6798	NA	NA	NA	NA	NA	NA	NA	NA
NA.6799	NA.6799	NA	NA	NA	NA	NA	NA	NA	NA
NA.6800	NA.6800	NA	NA	NA	NA	NA	NA	NA	NA
NA.6801	NA.6801	NA	NA	NA	NA	NA	NA	NA	NA
NA.6802	NA.6802	NA	NA	NA	NA	NA	NA	NA	NA
NA.6803	NA.6803	NA	NA	NA	NA	NA	NA	NA	NA
NA.6804	NA.6804	NA	NA	NA	NA	NA	NA	NA	NA
NA.6805	NA.6805	NA	NA	NA	NA	NA	NA	NA	NA
NA.6806	NA.6806	NA	NA	NA	NA	NA	NA	NA	NA
NA.6807	NA.6807	NA	NA	NA	NA	NA	NA	NA	NA
NA.6808	NA.6808	NA	NA	NA	NA	NA	NA	NA	NA
NA.6809	NA.6809	NA	NA	NA	NA	NA	NA	NA	NA
NA.6810	NA.6810	NA	NA	NA	NA	NA	NA	NA	NA
NA.6811	NA.6811	NA	NA	NA	NA	NA	NA	NA	NA
NA.6812	NA.6812	NA	NA	NA	NA	NA	NA	NA	NA
NA.6813	NA.6813	NA	NA	NA	NA	NA	NA	NA	NA
NA.6814	NA.6814	NA	NA	NA	NA	NA	NA	NA	NA
NA.6815	NA.6815	NA	NA	NA	NA	NA	NA	NA	NA
NA.6816	NA.6816	NA	NA	NA	NA	NA	NA	NA	NA
NA.6817	NA.6817	NA	NA	NA	NA	NA	NA	NA	NA
NA.6818	NA.6818	NA	NA	NA	NA	NA	NA	NA	NA
NA.6819	NA.6819	NA	NA	NA	NA	NA	NA	NA	NA
NA.6820	NA.6820	NA	NA	NA	NA	NA	NA	NA	NA
NA.6821	NA.6821	NA	NA	NA	NA	NA	NA	NA	NA
NA.6822	NA.6822	NA	NA	NA	NA	NA	NA	NA	NA
NA.6823	NA.6823	NA	NA	NA	NA	NA	NA	NA	NA
NA.6824	NA.6824	NA	NA	NA	NA	NA	NA	NA	NA
NA.6825	NA.6825	NA	NA	NA	NA	NA	NA	NA	NA
NA.6826	NA.6826	NA	NA	NA	NA	NA	NA	NA	NA
